citation,year,decision_label,n_issues,merits_grants,procedural_reopen_grants,denied,remanded,dismissed
21062105,2021,no_merits_grant,2,0,0,0,2,0
21062106,2021,no_disposition_parsed,0,0,0,0,0,0
21062107,2021,no_merits_grant,4,0,0,1,3,0
21062108,2021,merits_grant,3,3,0,0,0,0
21062109,2021,merits_grant,4,2,0,2,0,0
21062110,2021,no_merits_grant,2,0,0,0,0,2
21062111,2021,no_merits_grant,2,0,0,0,2,0
21062112,2021,no_merits_grant,2,0,0,0,2,0
21062113,2021,no_merits_grant,1,0,0,0,1,0
21062114,2021,no_merits_grant,2,0,0,1,1,0
21062115,2021,no_merits_grant,1,0,0,0,1,0
21062116,2021,merits_grant,2,2,0,0,0,0
21062117,2021,fully_affirmed,1,0,0,1,0,0
21062118,2021,no_merits_grant,8,0,0,1,7,0
21062119,2021,merits_grant,1,1,0,0,0,0
21062120,2021,no_merits_grant,1,0,0,0,1,0
21062121,2021,no_merits_grant,1,0,0,0,1,0
21062122,2021,no_merits_grant,2,0,0,1,1,0
21062123,2021,no_merits_grant,1,0,0,0,1,0
21062124,2021,fully_affirmed,1,0,0,1,0,0
21062125,2021,fully_affirmed,3,0,0,3,0,0
21062126,2021,no_merits_grant,7,0,0,0,7,0
21062149,2021,merits_grant,3,1,0,0,2,0
21062150,2021,merits_grant,1,1,0,0,0,0
21062151,2021,no_merits_grant,2,0,0,0,2,0
21062152,2021,merits_grant,3,3,0,0,0,0
21062153,2021,merits_grant,2,2,0,0,0,0
21062154,2021,no_merits_grant,2,0,0,0,0,2
21062155,2021,no_merits_grant,1,0,0,0,1,0
21062156,2021,merits_grant,1,1,0,0,0,0
21062157,2021,no_merits_grant,2,0,0,0,2,0
21062158,2021,no_merits_grant,3,0,0,0,3,0
21062159,2021,no_merits_grant,2,0,0,0,1,1
21062160,2021,no_merits_grant,1,0,0,0,1,0
21062161,2021,merits_grant,2,2,0,0,0,0
21062162,2021,no_merits_grant,2,0,0,0,2,0
21062163,2021,no_merits_grant,1,0,0,0,0,1
21062164,2021,no_merits_grant,8,0,0,0,8,0
21062167,2021,merits_grant,2,1,0,1,0,0
21062168,2021,merits_grant,1,1,0,0,0,0
21062169,2021,no_merits_grant,10,0,0,0,10,0
21062170,2021,no_merits_grant,1,0,0,0,1,0
21062171,2021,no_merits_grant,4,0,0,0,4,0
21062172,2021,no_merits_grant,2,0,0,1,1,0
21062173,2021,merits_grant,1,1,0,0,0,0
21062174,2021,fully_affirmed,1,0,0,1,0,0
21062175,2021,no_merits_grant,1,0,0,0,1,0
21062176,2021,no_merits_grant,2,0,0,0,0,2
21062177,2021,merits_grant,1,1,0,0,0,0
21062178,2021,merits_grant,1,1,0,0,0,0
21062179,2021,merits_grant,2,1,0,0,1,0
21062180,2021,fully_affirmed,1,0,0,1,0,0
21062181,2021,no_disposition_parsed,0,0,0,0,0,0
21062182,2021,merits_grant,1,1,0,0,0,0
21062183,2021,fully_affirmed,1,0,0,1,0,0
21062184,2021,fully_affirmed,2,0,0,2,0,0
21062185,2021,fully_affirmed,1,0,0,1,0,0
21062186,2021,no_merits_grant,1,0,0,0,1,0
21062187,2021,no_merits_grant,3,0,0,0,3,0
21062188,2021,no_merits_grant,2,0,0,0,2,0
21062189,2021,merits_grant,4,3,0,1,0,0
21062190,2021,no_merits_grant,4,0,0,1,3,0
21062191,2021,fully_affirmed,1,0,0,1,0,0
21062192,2021,no_merits_grant,1,0,0,0,1,0
21062193,2021,fully_affirmed,3,0,0,3,0,0
21062194,2021,no_merits_grant,7,0,0,0,7,0
21062195,2021,fully_affirmed,2,0,0,2,0,0
21062196,2021,fully_affirmed,1,0,0,1,0,0
21062197,2021,merits_grant,8,3,0,5,0,0
21062198,2021,fully_affirmed,1,0,0,1,0,0
21062199,2021,no_merits_grant,1,0,0,0,1,0
21062200,2021,merits_grant,6,3,0,2,1,0
21062201,2021,fully_affirmed,1,0,0,1,0,0
21062202,2021,no_merits_grant,5,0,0,0,5,0
21062203,2021,no_merits_grant,1,0,0,0,1,0
21062204,2021,no_merits_grant,1,0,0,0,1,0
21062205,2021,no_merits_grant,5,0,0,0,5,0
21062206,2021,no_merits_grant,2,0,0,0,2,0
21062207,2021,no_merits_grant,1,0,0,0,1,0
21062208,2021,fully_affirmed,1,0,0,1,0,0
21062209,2021,fully_affirmed,1,0,0,1,0,0
21062210,2021,no_merits_grant,1,0,0,0,1,0
21062211,2021,no_merits_grant,1,0,0,0,1,0
21062212,2021,merits_grant,4,1,0,0,3,0
21062213,2021,fully_affirmed,2,0,0,2,0,0
21062214,2021,no_merits_grant,1,0,0,0,1,0
21062215,2021,no_merits_grant,1,0,0,0,0,1
21062216,2021,no_merits_grant,3,0,0,0,3,0
21062217,2021,merits_grant,1,1,0,0,0,0
21062218,2021,no_merits_grant,1,0,0,0,1,0
21062219,2021,merits_grant,1,1,0,0,0,0
21062220,2021,merits_grant,5,2,0,3,0,0
21062221,2021,merits_grant,1,1,0,0,0,0
21062222,2021,merits_grant,1,1,0,0,0,0
21062223,2021,merits_grant,5,3,0,1,1,0
21062224,2021,merits_grant,1,1,0,0,0,0
21062225,2021,no_merits_grant,8,0,0,0,8,0
21062226,2021,no_merits_grant,4,0,0,2,2,0
21062227,2021,no_merits_grant,8,0,0,2,6,0
21062228,2021,no_merits_grant,3,0,0,0,3,0
21062229,2021,fully_affirmed,1,0,0,1,0,0
21062230,2021,no_merits_grant,4,0,0,0,4,0
21062231,2021,no_merits_grant,3,0,0,0,3,0
21062232,2021,fully_affirmed,5,0,0,5,0,0
21062233,2021,no_merits_grant,1,0,0,0,1,0
21062234,2021,fully_affirmed,2,0,0,2,0,0
21062235,2021,no_merits_grant,1,0,0,0,0,1
21062236,2021,no_merits_grant,1,0,0,0,1,0
21062237,2021,fully_affirmed,1,0,0,1,0,0
21062238,2021,fully_affirmed,2,0,0,2,0,0
21062239,2021,merits_grant,3,2,0,1,0,0
21062240,2021,no_merits_grant,1,0,0,0,1,0
21062241,2021,no_merits_grant,1,0,0,0,1,0
21062242,2021,no_merits_grant,3,0,0,1,2,0
21062243,2021,fully_affirmed,1,0,0,1,0,0
21062244,2021,no_merits_grant,3,0,0,0,3,0
21062245,2021,no_merits_grant,3,0,0,2,1,0
21062246,2021,no_merits_grant,4,0,0,1,3,0
21062247,2021,no_merits_grant,2,0,0,0,2,0
21062248,2021,no_merits_grant,1,0,0,0,1,0
21062249,2021,no_merits_grant,2,0,0,0,2,0
21062250,2021,merits_grant,1,1,0,0,0,0
21062251,2021,no_merits_grant,3,0,0,2,1,0
21062252,2021,merits_grant,3,1,0,2,0,0
21062253,2021,no_merits_grant,1,0,0,0,1,0
21062254,2021,no_merits_grant,7,0,0,0,7,0
21062255,2021,merits_grant,3,2,0,1,0,0
21062256,2021,merits_grant,3,1,0,0,2,0
21062257,2021,fully_affirmed,2,0,0,2,0,0
21062258,2021,merits_grant,3,2,0,1,0,0
21062259,2021,no_merits_grant,1,0,0,0,1,0
21062260,2021,fully_affirmed,1,0,0,1,0,0
21062261,2021,no_merits_grant,1,0,0,0,0,1
21062262,2021,no_merits_grant,1,0,0,0,1,0
21062263,2021,fully_affirmed,1,0,0,1,0,0
21062264,2021,merits_grant,3,1,0,2,0,0
21062265,2021,merits_grant,3,1,0,2,0,0
21062266,2021,no_merits_grant,1,0,0,0,1,0
21062267,2021,no_merits_grant,3,0,0,0,3,0
21062268,2021,no_merits_grant,1,0,0,0,1,0
21062269,2021,no_merits_grant,5,0,1,0,4,0
21062270,2021,fully_affirmed,1,0,0,1,0,0
21062271,2021,no_merits_grant,10,0,0,8,2,0
21062272,2021,fully_affirmed,4,0,0,4,0,0
21062273,2021,merits_grant,2,2,0,0,0,0
21062274,2021,fully_affirmed,1,0,0,1,0,0
21062275,2021,no_merits_grant,2,0,0,0,2,0
21062276,2021,no_merits_grant,5,0,0,1,4,0
21062277,2021,no_merits_grant,3,0,0,0,3,0
21062278,2021,no_merits_grant,6,0,0,0,6,0
21062279,2021,no_merits_grant,2,0,0,0,2,0
21062280,2021,no_merits_grant,11,0,0,1,10,0
21062281,2021,merits_grant,1,1,0,0,0,0
21062282,2021,no_merits_grant,2,0,0,0,2,0
21062283,2021,merits_grant,4,2,0,1,1,0
21062284,2021,no_merits_grant,2,0,0,0,2,0
21062285,2021,no_merits_grant,1,0,0,0,1,0
21062286,2021,no_merits_grant,1,0,0,0,1,0
21062287,2021,no_merits_grant,1,0,0,0,1,0
21062288,2021,no_disposition_parsed,0,0,0,0,0,0
21062289,2021,merits_grant,2,2,0,0,0,0
21062290,2021,merits_grant,5,4,0,0,1,0
21062291,2021,no_merits_grant,2,0,0,0,2,0
21062292,2021,fully_affirmed,1,0,0,1,0,0
21062293,2021,no_merits_grant,1,0,0,0,0,1
21062294,2021,no_merits_grant,3,0,0,0,3,0
21062295,2021,no_merits_grant,6,0,0,0,6,0
21062296,2021,no_merits_grant,2,0,0,0,2,0
21062297,2021,no_merits_grant,1,0,0,0,0,1
21062298,2021,no_merits_grant,2,0,0,0,2,0
21062299,2021,merits_grant,2,2,0,0,0,0
21062300,2021,merits_grant,5,2,0,0,3,0
21062301,2021,no_merits_grant,2,0,0,0,2,0
21062302,2021,no_merits_grant,1,0,0,0,1,0
21062303,2021,no_merits_grant,1,0,0,0,1,0
21062304,2021,fully_affirmed,1,0,0,1,0,0
21062305,2021,no_merits_grant,1,0,0,0,1,0
21062306,2021,merits_grant,3,1,0,1,1,0
21062307,2021,fully_affirmed,1,0,0,1,0,0
21062308,2021,no_merits_grant,3,0,0,1,2,0
21062309,2021,merits_grant,2,2,0,0,0,0
21062310,2021,no_merits_grant,2,0,0,0,2,0
21062311,2021,fully_affirmed,1,0,0,1,0,0
21062312,2021,no_merits_grant,1,0,0,0,0,1
21062313,2021,fully_affirmed,6,0,0,6,0,0
21062314,2021,merits_grant,2,1,1,0,0,0
21062315,2021,fully_affirmed,1,0,0,1,0,0
21062316,2021,no_merits_grant,2,0,0,0,2,0
21062317,2021,no_merits_grant,2,0,0,0,2,0
21062318,2021,fully_affirmed,1,0,0,1,0,0
21062319,2021,merits_grant,1,1,0,0,0,0
21062320,2021,merits_grant,3,3,0,0,0,0
21062321,2021,no_merits_grant,4,0,0,0,4,0
21062322,2021,merits_grant,4,2,0,0,1,1
21062323,2021,no_merits_grant,1,0,0,0,1,0
21062324,2021,no_merits_grant,3,0,0,0,3,0
21062325,2021,no_merits_grant,4,0,0,0,0,4
21062326,2021,no_merits_grant,2,0,0,0,0,2
21062327,2021,no_merits_grant,1,0,0,0,1,0
21062328,2021,no_merits_grant,1,0,0,0,0,1
21062329,2021,no_merits_grant,2,0,0,0,2,0
21062330,2021,merits_grant,1,1,0,0,0,0
21062331,2021,merits_grant,10,5,0,0,0,5
21062332,2021,merits_grant,3,2,0,1,0,0
21062333,2021,merits_grant,3,1,0,0,2,0
21062334,2021,fully_affirmed,1,0,0,1,0,0
21062335,2021,no_merits_grant,2,0,0,0,2,0
21062336,2021,fully_affirmed,7,0,0,7,0,0
21062337,2021,no_merits_grant,4,0,1,0,3,0
21062338,2021,no_merits_grant,1,0,0,0,1,0
21062339,2021,no_disposition_parsed,0,0,0,0,0,0
21062340,2021,merits_grant,1,1,0,0,0,0
21062341,2021,merits_grant,2,1,0,0,1,0
21062342,2021,merits_grant,1,1,0,0,0,0
21062343,2021,no_merits_grant,1,0,0,0,1,0
21062344,2021,merits_grant,2,1,0,0,1,0
21062345,2021,no_merits_grant,1,0,0,0,1,0
21062346,2021,no_merits_grant,1,0,0,0,1,0
21062347,2021,merits_grant,1,1,0,0,0,0
21062348,2021,merits_grant,3,1,0,2,0,0
21062349,2021,no_merits_grant,1,0,0,0,1,0
21062350,2021,merits_grant,1,1,0,0,0,0
21062351,2021,merits_grant,1,1,0,0,0,0
21062352,2021,merits_grant,3,1,0,2,0,0
21062353,2021,merits_grant,3,1,0,2,0,0
21062354,2021,no_merits_grant,2,0,0,0,0,2
21062355,2021,no_merits_grant,3,0,0,0,3,0
21062356,2021,merits_grant,8,1,0,1,6,0
21062357,2021,no_merits_grant,6,0,0,0,6,0
21062358,2021,merits_grant,5,1,0,4,0,0
21062359,2021,merits_grant,3,2,0,0,1,0
21062360,2021,no_merits_grant,1,0,0,0,0,1
21062361,2021,no_merits_grant,1,0,0,0,1,0
21062362,2021,fully_affirmed,2,0,0,2,0,0
21062363,2021,fully_affirmed,1,0,0,1,0,0
21062364,2021,merits_grant,3,1,0,2,0,0
21062365,2021,fully_affirmed,1,0,0,1,0,0
21062366,2021,no_merits_grant,11,0,0,4,7,0
21062367,2021,fully_affirmed,1,0,0,1,0,0
21062368,2021,fully_affirmed,1,0,0,1,0,0
21062369,2021,fully_affirmed,1,0,0,1,0,0
21062370,2021,fully_affirmed,1,0,0,1,0,0
21062371,2021,no_merits_grant,2,0,0,0,2,0
21062372,2021,no_disposition_parsed,0,0,0,0,0,0
21062373,2021,merits_grant,4,1,0,2,1,0
21062374,2021,merits_grant,3,2,0,0,1,0
21062375,2021,fully_affirmed,2,0,0,2,0,0
21062376,2021,no_merits_grant,5,0,0,4,1,0
21062377,2021,merits_grant,7,2,0,4,1,0
21062378,2021,fully_affirmed,2,0,0,2,0,0
21062379,2021,no_merits_grant,1,0,0,0,0,1
21062380,2021,merits_grant,4,2,0,0,0,2
21062381,2021,merits_grant,3,1,0,0,2,0
21062382,2021,fully_affirmed,1,0,0,1,0,0
21062383,2021,no_merits_grant,2,0,0,0,2,0
21062384,2021,no_merits_grant,3,0,0,0,3,0
21062385,2021,merits_grant,1,1,0,0,0,0
21062386,2021,merits_grant,3,1,0,2,0,0
21062387,2021,no_merits_grant,1,0,0,0,1,0
21062388,2021,merits_grant,1,1,0,0,0,0
21062389,2021,merits_grant,2,1,0,1,0,0
21062390,2021,no_merits_grant,1,0,0,0,1,0
21062391,2021,no_merits_grant,1,0,0,0,1,0
21062392,2021,merits_grant,2,1,0,0,1,0
21062393,2021,fully_affirmed,1,0,0,1,0,0
21062394,2021,fully_affirmed,1,0,0,1,0,0
21062395,2021,no_merits_grant,2,0,0,0,2,0
21062396,2021,no_disposition_parsed,0,0,0,0,0,0
21062397,2021,no_merits_grant,1,0,0,0,0,1
21062398,2021,merits_grant,7,1,0,0,6,0
21062399,2021,no_merits_grant,1,0,0,0,1,0
21062400,2021,merits_grant,2,1,0,0,0,1
21062401,2021,no_merits_grant,3,0,0,0,2,1
21062402,2021,merits_grant,2,2,0,0,0,0
21062403,2021,merits_grant,1,1,0,0,0,0
21062404,2021,merits_grant,2,1,0,0,1,0
21062405,2021,no_merits_grant,1,0,0,0,1,0
21062406,2021,no_merits_grant,1,0,0,0,1,0
21062407,2021,fully_affirmed,1,0,0,1,0,0
21062408,2021,no_merits_grant,1,0,0,0,1,0
21062409,2021,no_merits_grant,3,0,0,2,1,0
21062410,2021,merits_grant,3,1,0,2,0,0
21062411,2021,no_merits_grant,1,0,0,0,1,0
21062412,2021,no_merits_grant,6,0,0,0,4,2
21062413,2021,no_merits_grant,1,0,0,0,1,0
21062414,2021,merits_grant,7,1,0,0,6,0
21062415,2021,no_merits_grant,1,0,0,0,1,0
21062416,2021,no_merits_grant,3,0,0,1,2,0
21062417,2021,merits_grant,1,1,0,0,0,0
21062418,2021,no_merits_grant,1,0,0,0,1,0
21062419,2021,no_merits_grant,2,0,0,0,2,0
21062420,2021,no_merits_grant,1,0,0,0,1,0
21062421,2021,merits_grant,4,2,0,0,2,0
21062422,2021,fully_affirmed,2,0,0,2,0,0
21062423,2021,no_merits_grant,2,0,0,0,2,0
21062424,2021,no_merits_grant,1,0,0,0,1,0
21062425,2021,merits_grant,5,1,0,1,3,0
21062426,2021,no_merits_grant,1,0,0,0,0,1
21062427,2021,merits_grant,14,6,0,0,6,2
21062428,2021,merits_grant,11,1,0,1,9,0
21062429,2021,fully_affirmed,1,0,0,1,0,0
21062430,2021,merits_grant,1,1,0,0,0,0
21062431,2021,fully_affirmed,1,0,0,1,0,0
21062432,2021,merits_grant,5,3,0,1,1,0
21062433,2021,no_merits_grant,7,0,0,4,3,0
21062434,2021,fully_affirmed,1,0,0,1,0,0
21062435,2021,merits_grant,22,2,0,1,19,0
21062436,2021,no_merits_grant,1,0,0,0,0,1
21062437,2021,fully_affirmed,1,0,0,1,0,0
21062438,2021,no_merits_grant,1,0,0,0,1,0
21062439,2021,merits_grant,3,2,0,0,1,0
21062440,2021,fully_affirmed,1,0,0,1,0,0
21062441,2021,merits_grant,6,1,0,0,5,0
21062442,2021,merits_grant,4,3,1,0,0,0
21062443,2021,merits_grant,5,1,0,1,3,0
21062444,2021,no_merits_grant,1,0,0,0,1,0
21062445,2021,fully_affirmed,1,0,0,1,0,0
21062446,2021,merits_grant,3,3,0,0,0,0
21062447,2021,no_merits_grant,2,0,0,0,2,0
21062448,2021,no_merits_grant,2,0,0,0,2,0
21062449,2021,no_merits_grant,2,0,0,0,1,1
21062450,2021,merits_grant,6,1,0,4,1,0
21062451,2021,fully_affirmed,1,0,0,1,0,0
21062452,2021,no_merits_grant,1,0,0,0,0,1
21062453,2021,no_merits_grant,7,0,0,0,7,0
21062454,2021,no_merits_grant,5,0,0,0,5,0
21062455,2021,merits_grant,1,1,0,0,0,0
21062456,2021,merits_grant,5,1,0,1,3,0
21062457,2021,no_merits_grant,1,0,0,0,0,1
21062458,2021,no_merits_grant,9,0,0,0,9,0
21062459,2021,fully_affirmed,1,0,0,1,0,0
21062460,2021,no_merits_grant,2,0,0,0,2,0
21062461,2021,no_merits_grant,1,0,0,0,1,0
21062462,2021,no_merits_grant,1,0,0,0,0,1
21062463,2021,no_merits_grant,1,0,0,0,1,0
21062464,2021,merits_grant,3,2,0,1,0,0
21062465,2021,no_merits_grant,2,0,0,0,2,0
21062466,2021,fully_affirmed,3,0,0,3,0,0
21062467,2021,fully_affirmed,1,0,0,1,0,0
21062468,2021,no_merits_grant,4,0,0,0,4,0
21062469,2021,no_merits_grant,1,0,0,0,1,0
21062470,2021,fully_affirmed,2,0,0,2,0,0
21062471,2021,merits_grant,3,1,0,2,0,0
21062472,2021,no_merits_grant,1,0,0,0,1,0
21062473,2021,merits_grant,4,2,0,0,2,0
21062474,2021,no_merits_grant,7,0,0,0,7,0
21062475,2021,no_merits_grant,2,0,0,0,2,0
21062476,2021,no_merits_grant,1,0,0,0,0,1
21062477,2021,merits_grant,2,1,0,1,0,0
21062478,2021,merits_grant,1,1,0,0,0,0
21062479,2021,fully_affirmed,2,0,0,2,0,0
21062480,2021,no_merits_grant,3,0,0,0,3,0
21062481,2021,no_merits_grant,2,0,0,0,2,0
21062482,2021,merits_grant,9,3,0,6,0,0
21062483,2021,merits_grant,3,2,0,0,1,0
21062484,2021,no_merits_grant,1,0,0,0,1,0
21062485,2021,no_merits_grant,1,0,0,0,1,0
21062486,2021,no_merits_grant,2,0,0,0,2,0
21062487,2021,no_merits_grant,2,0,0,0,0,2
21062488,2021,no_merits_grant,1,0,0,0,1,0
21062489,2021,no_merits_grant,1,0,0,0,0,1
21062490,2021,no_merits_grant,2,0,0,0,2,0
21062491,2021,merits_grant,1,1,0,0,0,0
21062492,2021,merits_grant,20,2,0,3,15,0
21062493,2021,no_merits_grant,2,0,0,0,2,0
21062494,2021,no_merits_grant,1,0,0,0,1,0
21062495,2021,no_merits_grant,1,0,0,0,1,0
21062496,2021,merits_grant,2,1,0,0,1,0
21062497,2021,fully_affirmed,1,0,0,1,0,0
21062498,2021,no_merits_grant,3,0,0,0,3,0
21062499,2021,merits_grant,2,1,0,0,1,0
21062500,2021,fully_affirmed,2,0,0,2,0,0
21062501,2021,merits_grant,4,3,0,0,1,0
21062502,2021,no_merits_grant,4,0,0,0,4,0
21062503,2021,merits_grant,1,1,0,0,0,0
21062504,2021,no_merits_grant,1,0,0,0,1,0
21062505,2021,no_merits_grant,4,0,0,0,4,0
21062506,2021,merits_grant,2,1,0,1,0,0
21062507,2021,fully_affirmed,3,0,0,3,0,0
21062508,2021,fully_affirmed,1,0,0,1,0,0
21062509,2021,no_merits_grant,1,0,0,0,1,0
21062510,2021,fully_affirmed,2,0,0,2,0,0
21062511,2021,no_merits_grant,1,0,0,0,1,0
21062512,2021,merits_grant,3,1,0,2,0,0
21062513,2021,fully_affirmed,1,0,0,1,0,0
21062514,2021,fully_affirmed,1,0,0,1,0,0
21062515,2021,no_merits_grant,3,0,0,1,2,0
21062516,2021,no_merits_grant,1,0,0,0,1,0
21062517,2021,fully_affirmed,2,0,0,2,0,0
21062518,2021,no_merits_grant,4,0,0,0,4,0
21062519,2021,fully_affirmed,1,0,0,1,0,0
21062520,2021,no_merits_grant,1,0,0,0,1,0
21062521,2021,no_merits_grant,1,0,0,0,0,1
21062522,2021,no_merits_grant,2,0,0,0,2,0
21062523,2021,no_merits_grant,1,0,0,0,1,0
21062524,2021,merits_grant,1,1,0,0,0,0
21062525,2021,merits_grant,1,1,0,0,0,0
21062526,2021,merits_grant,3,1,0,2,0,0
21062527,2021,no_merits_grant,8,0,0,2,6,0
21062528,2021,merits_grant,12,2,0,0,10,0
21062529,2021,no_merits_grant,2,0,0,0,2,0
21062530,2021,merits_grant,7,4,0,0,3,0
21062531,2021,fully_affirmed,1,0,0,1,0,0
21062532,2021,no_merits_grant,4,0,0,0,4,0
21062533,2021,merits_grant,2,1,0,0,1,0
21062534,2021,no_merits_grant,3,0,0,0,3,0
21062535,2021,merits_grant,17,1,0,4,12,0
21062536,2021,merits_grant,2,2,0,0,0,0
21062537,2021,no_merits_grant,4,0,0,3,1,0
21062538,2021,no_merits_grant,1,0,0,0,1,0
21062539,2021,merits_grant,2,1,0,0,0,1
21062540,2021,no_merits_grant,1,0,0,0,1,0
21062541,2021,fully_affirmed,1,0,0,1,0,0
21062542,2021,no_merits_grant,1,0,0,0,0,1
21062543,2021,fully_affirmed,4,0,0,4,0,0
21062544,2021,fully_affirmed,2,0,0,2,0,0
21062545,2021,no_merits_grant,1,0,0,0,0,1
21062546,2021,no_merits_grant,5,0,0,0,5,0
21062547,2021,no_merits_grant,4,0,0,0,4,0
21062549,2021,no_merits_grant,4,0,0,0,4,0
21062550,2021,no_merits_grant,1,0,0,0,1,0
21062551,2021,merits_grant,5,3,0,2,0,0
21062552,2021,merits_grant,1,1,0,0,0,0
21062553,2021,fully_affirmed,2,0,0,2,0,0
21062554,2021,no_merits_grant,3,0,0,0,3,0
21062555,2021,no_merits_grant,3,0,0,0,3,0
21062556,2021,merits_grant,6,2,0,0,4,0
21062557,2021,no_merits_grant,2,0,0,0,2,0
21062558,2021,merits_grant,2,2,0,0,0,0
21062559,2021,no_merits_grant,7,0,0,0,0,7
21062560,2021,fully_affirmed,2,0,0,2,0,0
21062561,2021,no_merits_grant,4,0,0,0,4,0
21062562,2021,no_merits_grant,6,0,0,0,6,0
21062563,2021,no_merits_grant,7,0,0,0,0,7
21062564,2021,merits_grant,2,1,0,1,0,0
21062565,2021,fully_affirmed,1,0,0,1,0,0
21062566,2021,no_merits_grant,1,0,0,0,1,0
21062567,2021,no_disposition_parsed,0,0,0,0,0,0
21062568,2021,no_merits_grant,1,0,0,0,1,0
21062569,2021,no_merits_grant,2,0,0,1,1,0
21062570,2021,merits_grant,1,1,0,0,0,0
21062571,2021,fully_affirmed,1,0,0,1,0,0
21062572,2021,merits_grant,11,5,0,6,0,0
21062573,2021,no_merits_grant,4,0,0,0,4,0
21062574,2021,no_merits_grant,4,0,0,0,4,0
21062575,2021,fully_affirmed,1,0,0,1,0,0
21062576,2021,no_merits_grant,1,0,0,0,1,0
21062577,2021,no_merits_grant,6,0,0,4,2,0
21062578,2021,no_merits_grant,4,0,0,0,4,0
21062579,2021,no_merits_grant,1,0,0,0,1,0
21062580,2021,merits_grant,5,2,0,2,1,0
21062581,2021,fully_affirmed,3,0,0,3,0,0
21062582,2021,fully_affirmed,4,0,0,4,0,0
21062583,2021,no_merits_grant,3,0,0,0,3,0
21062584,2021,no_merits_grant,1,0,0,0,0,1
21062585,2021,no_merits_grant,1,0,0,0,0,1
21062586,2021,no_merits_grant,2,0,0,0,0,2
21062587,2021,merits_grant,10,2,0,5,3,0
21062588,2021,no_merits_grant,1,0,0,0,1,0
21062589,2021,no_merits_grant,2,0,0,0,0,2
21062590,2021,no_merits_grant,2,0,0,0,2,0
21062591,2021,no_merits_grant,2,0,0,0,2,0
21062592,2021,merits_grant,5,1,0,4,0,0
21062593,2021,no_merits_grant,2,0,0,0,2,0
21062594,2021,no_merits_grant,2,0,1,0,1,0
21062595,2021,fully_affirmed,1,0,0,1,0,0
21062596,2021,no_merits_grant,2,0,1,0,1,0
21062597,2021,merits_grant,4,2,0,1,1,0
21062598,2021,merits_grant,1,1,0,0,0,0
21062599,2021,no_merits_grant,3,0,0,0,3,0
21062600,2021,no_merits_grant,1,0,0,0,1,0
21062601,2021,merits_grant,7,3,0,2,2,0
21062602,2021,merits_grant,1,1,0,0,0,0
21062603,2021,no_merits_grant,1,0,0,0,1,0
21062604,2021,no_merits_grant,1,0,0,0,1,0
21062605,2021,merits_grant,2,1,0,0,1,0
21062606,2021,merits_grant,1,1,0,0,0,0
21062607,2021,no_merits_grant,1,0,0,0,1,0
21062608,2021,merits_grant,1,1,0,0,0,0
21062609,2021,fully_affirmed,6,0,0,6,0,0
21062610,2021,merits_grant,3,2,0,1,0,0
21062611,2021,no_merits_grant,1,0,0,0,1,0
21062612,2021,no_merits_grant,1,0,0,0,1,0
21062613,2021,fully_affirmed,1,0,0,1,0,0
21062614,2021,fully_affirmed,1,0,0,1,0,0
21062615,2021,merits_grant,2,2,0,0,0,0
21062616,2021,fully_affirmed,1,0,0,1,0,0
21062617,2021,no_merits_grant,2,0,0,0,2,0
21062618,2021,fully_affirmed,1,0,0,1,0,0
21062619,2021,fully_affirmed,1,0,0,1,0,0
21062620,2021,merits_grant,1,1,0,0,0,0
21062621,2021,fully_affirmed,2,0,0,2,0,0
21062622,2021,fully_affirmed,1,0,0,1,0,0
21062623,2021,no_merits_grant,8,0,0,0,0,8
21062624,2021,fully_affirmed,1,0,0,1,0,0
21062625,2021,no_disposition_parsed,0,0,0,0,0,0
21062626,2021,merits_grant,1,1,0,0,0,0
21062627,2021,no_merits_grant,2,0,0,0,2,0
21062628,2021,no_merits_grant,6,0,0,0,6,0
21062629,2021,no_merits_grant,2,0,0,0,2,0
21062630,2021,no_merits_grant,1,0,0,0,1,0
21062631,2021,fully_affirmed,1,0,0,1,0,0
21062632,2021,merits_grant,10,5,2,1,2,0
21062633,2021,merits_grant,5,1,0,0,4,0
21062634,2021,no_merits_grant,2,0,0,0,0,2
21062635,2021,no_merits_grant,1,0,0,0,0,1
21062636,2021,merits_grant,2,1,0,1,0,0
21062637,2021,fully_affirmed,1,0,0,1,0,0
21062638,2021,fully_affirmed,9,0,0,9,0,0
21062639,2021,fully_affirmed,1,0,0,1,0,0
21062640,2021,merits_grant,3,1,0,0,1,1
21062641,2021,merits_grant,7,2,0,5,0,0
21062642,2021,no_merits_grant,3,0,0,0,3,0
21062643,2021,merits_grant,14,1,0,9,4,0
21062644,2021,no_merits_grant,1,0,0,0,1,0
21062645,2021,no_merits_grant,1,0,0,0,1,0
21062646,2021,no_merits_grant,1,0,0,0,0,1
21062647,2021,no_merits_grant,3,0,0,0,0,3
21062648,2021,no_merits_grant,1,0,0,0,0,1
21062649,2021,merits_grant,1,1,0,0,0,0
21062650,2021,fully_affirmed,2,0,0,2,0,0
21062651,2021,no_merits_grant,2,0,0,0,2,0
21062652,2021,no_merits_grant,5,0,0,2,0,3
21062653,2021,no_merits_grant,2,0,0,0,2,0
21062654,2021,merits_grant,12,1,0,0,9,2
21062655,2021,no_merits_grant,4,0,0,0,0,4
21062656,2021,merits_grant,1,1,0,0,0,0
